OSEBuildingID,Buildingtype,Primarypropertytype,Neighborhood,Propertygfaparking,Propertygfabuilding(S),Largestpropertyusetype,Largestpropertyusetypegfa,Energystarscore,Sourceeui(Kbtu/Sf),Steamuse(Kbtu),Ghgemissionsintensity,Latitude,Longitude,BuiltAge,avg_building,avg_floor,Allpropertynumber,log_Siteenergyuse,log_Totalghgemissions
23372,Residential,Low-Rise Multifamily,SOUTHWEST,7448,22632,Multifamily Housing,30080.0,87.0,63.9,0.0,0.05,47.54912648,-122.3875615,26,30080.0,30080.0,1,13.324770201286636,1.451613827240533
23377,Residential,Low-Rise Multifamily,GREATER DUWAMISH,0,20467,Multifamily Housing,20467.0,94.0,53.4,0.0,0.05,47.5902059,-122.3169294,52,20467.0,20467.0,1,12.7601330307519,0.8878912573524571
23400,NonResidential,Small- and Mid-Sized Office,DELRIDGE,0,66484,Office,49334.0,69.0,125.6,0.0,0.12,47.56876754,-122.3636918,27,66484.0,66484.0,3,14.931892362806458,3.058237478905388
23404,NonResidential,Small- and Mid-Sized Office,EAST,0,25151,Office,24155.0,77.0,134.3,826402.0,2.61,47.60776197,-122.3225701,56,25151.0,25151.0,1,14.249334395764077,4.23091300500412
23408,NonResidential,Hotel,EAST,0,35770,Hotel,35770.0,59.0,109.6,0.0,3.06,47.609589,-122.3264606,87,35770.0,35770.0,1,14.771769800244714,4.718052343044764
23409,Residential,Mid-Rise Multifamily,EAST,0,51900,Multifamily Housing,51900.0,79.0,72.2,0.0,2.27,47.60969925,-122.32591248,90,51900.0,51900.0,1,14.792606224809235,4.787241711526836
23410,NonResidential,Hotel,EAST,0,48006,Hotel,48006.0,95.0,105.7,0.0,1.31,47.60984421,-122.3267746,87,48006.0,48006.0,1,14.675740861227316,4.223323943478561
23419,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,21315,Office,20424.0,34.0,227.0,0.0,5.02,47.59524558,-122.3229473,42,21315.0,21315.0,1,14.841143468146406,4.7043818360590395
23421,Residential,High-Rise Multifamily,EAST,0,53290,Multifamily Housing,53290.0,87.0,96.9,0.0,0.08,47.6127544,-122.3247734,35,53290.0,53290.0,2,14.313397436010135,2.4397349311412793
23430,Residential,Low-Rise Multifamily,LAKE UNION,0,32040,Multifamily Housing,32040.0,72.0,82.5,0.0,0.07,47.64933385,-122.3239065,24,32040.0,32040.0,1,13.643405831162902,1.7698546338400052
23432,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,22716,Multifamily Housing,22716.0,35.0,105.1,0.0,0.09,47.6248381,-122.3628892,30,22716.0,22716.0,1,13.54116712895167,1.667706820558076
23433,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,7185,36292,Multifamily Housing,33292.0,65.0,120.6,0.0,0.82,47.6252406,-122.3628937,48,43477.0,43477.0,3,14.339496207482362,3.693120448371191
23435,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,5195,25845,Multifamily Housing,25845.0,93.0,79.2,0.0,0.06,47.62560597,-122.3629785,85,31040.0,31040.0,1,13.391544355198743,1.5539252025038417
23438,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,22000,87864,Multifamily Housing,87864.0,90.0,74.8,0.0,0.05,47.62608352,-122.362792,33,109864.0,109864.0,2,14.5535684827034,2.6796507265805123
23440,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,24084,Multifamily Housing,24084.0,59.0,97.3,0.0,1.09,47.62796753,-122.3596611,40,24084.0,24084.0,2,13.869642619237654,3.3600281046240843
23446,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,24280,Multifamily Housing,24280.0,68.0,72.7,0.0,0.88,47.62697842,-122.3563725,100,24280.0,24280.0,1,13.609866739220474,3.142858338444285
23447,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,36732,Multifamily Housing,36732.0,81.0,77.6,0.0,0.07,47.62657051,-122.3563824,57,36732.0,36732.0,1,13.718577762430785,1.8453002361560848
23449,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,5959,35178,Multifamily Housing,41669.0,81.0,60.3,0.0,1.88,47.62743192,-122.3563059,86,41137.0,41137.0,1,14.380017223179554,4.365643155423357
23450,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,21234,Multifamily Housing,21234.0,88.0,71.1,0.0,1.12,47.62845478,-122.356118,102,21234.0,21234.0,1,13.550519747141903,3.2276373305367736
23451,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,3783,25671,Multifamily Housing,25671.0,76.0,85.4,0.0,0.06,47.62830511,-122.3563349,53,29454.0,29454.0,2,13.455722200952472,1.5810384379124025
23452,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,25596,Multifamily Housing,25596.0,88.0,72.7,0.0,0.06,47.62854177,-122.357087,53,25596.0,25596.0,1,13.292620787476352,1.4182774069729414
23453,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,23120,Multifamily Housing,23120.0,87.0,64.1,0.0,2.07,47.62800214,-122.3570699,67,23120.0,23120.0,1,13.880262181393938,3.885062823845363
23454,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,39212,Multifamily Housing,39212.0,35.0,105.7,0.0,0.09,47.62759487,-122.3570383,57,39212.0,39212.0,1,14.093395292858816,2.2192034840549946
23457,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,22093,Multifamily Housing,22093.0,89.0,66.4,0.0,0.06,47.62801223,-122.3576585,55,22093.0,22093.0,2,13.054157339140055,1.1817271953786161
23458,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,22113,Multifamily Housing,15900.0,78.0,105.5,0.0,0.09,47.6252667,-122.3570471,109,22113.0,22113.0,2,13.51795321850863,1.6448050562713916
23459,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,15812,41298,Office,37055.0,71.0,166.2,0.0,0.29,47.6248209,-122.3576261,31,57110.0,57110.0,2,14.559014769754175,3.1982648709640764
23462,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,40370,Multifamily Housing,40370.0,53.0,76.1,0.0,0.06,47.62551992,-122.3576316,101,40370.0,40370.0,1,13.793738252124289,1.9198594718553708
23465,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,51150,Multifamily Housing,48320.0,70.0,96.0,0.0,2.86,47.6255165,-122.3589244,91,51150.0,51150.0,1,15.007020725236975,5.001930853466109
23466,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,46554,83306,Multifamily Housing,83306.0,98.0,99.0,0.0,1.69,47.6264267,-122.35838318,65,129860.0,129860.0,2,15.488152726800513,5.4129398573847345
23484,Residential,Low-Rise Multifamily,GREATER DUWAMISH,0,35796,Multifamily Housing,35796.0,32.0,107.2,0.0,0.09,47.58810829,-122.3181503,47,35796.0,35796.0,1,14.016415862267255,2.1424163408412245
23495,Residential,Low-Rise Multifamily,NORTH,0,72671,Multifamily Housing,58795.0,33.0,106.7,0.0,0.1,47.73269427,-122.2944896,40,72671.0,72671.0,1,14.52134294006834,2.7732135270086236
23496,Residential,Low-Rise Multifamily,NORTH,0,22382,Multifamily Housing,21876.0,69.0,91.6,0.0,0.08,47.73337969,-122.2943505,48,22382.0,22382.0,1,13.366466533516876,1.4929040961781488
23499,Residential,Low-Rise Multifamily,NORTH,0,27639,Multifamily Housing,23810.0,58.0,90.5,0.0,0.07,47.73223596,-122.2949572,38,27639.0,27639.0,1,13.438765550971608,1.5644405465033646
23501,Residential,Low-Rise Multifamily,NORTH,0,101613,Multifamily Housing,101613.0,97.0,59.3,0.0,0.31,47.73355182,-122.2959405,45,101613.0,101613.0,1,14.627081457787911,3.6550641056192057
23502,Residential,Low-Rise Multifamily,NORTH,0,30942,Multifamily Housing,30942.0,61.0,91.1,0.0,0.08,47.73351452,-122.2974241,29,30942.0,30942.0,1,13.707383998108703,1.8341801851120072
23504,NonResidential,"Distribution Center
",GREATER DUWAMISH,0,41308,Distribution Center,41308.0,20.0,93.0,0.0,0.77,47.57469945,-122.3267812,63,41308.0,41308.0,1,14.278131376205028,3.5931942039795284
23510,Residential,Low-Rise Multifamily,SOUTHWEST,0,39888,Multifamily Housing,39888.0,41.0,104.7,0.0,1.77,47.53998304,-122.3932752,37,39888.0,39888.0,1,14.59736892002726,4.311470041210748
23515,Residential,Low-Rise Multifamily,NORTH,0,30833,Multifamily Housing,30833.0,65.0,72.0,0.0,0.06,47.71686037,-122.3121466,15,30833.0,30833.0,1,13.46873078069807,1.5953389880545987
23516,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,28453,Multifamily Housing,28453.0,93.0,95.3,0.0,0.08,47.61959839,-122.35712433,14,28453.0,28453.0,2,13.669065281784748,1.803358605071407
23517,Residential,Mid-Rise Multifamily,EAST,0,28291,Multifamily Housing,28291.0,94.0,72.1,0.0,0.06,47.62147314,-122.3272912,49,28291.0,28291.0,1,13.384739949488388,1.5107219394949427
23518,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,34459,Multifamily Housing,39350.0,72.0,77.1,0.0,0.07,47.62519506,-122.3479232,16,34459.0,34459.0,1,13.781709690874901,1.9080599249242156
23519,Residential,Mid-Rise Multifamily,SOUTHWEST,0,40025,Multifamily Housing,40025.0,73.0,93.0,0.0,0.72,47.55765483,-122.3872472,13,40025.0,40025.0,1,14.230449976054889,3.507956918233689
23522,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,5041,30709,Multifamily Housing,35750.0,100.0,74.2,0.0,0.86,47.62916393,-122.3563026,47,35750.0,35750.0,1,14.002873551997629,3.5100517865742376
23523,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,34726,Multifamily Housing,34726.0,80.0,77.1,0.0,0.07,47.63778751,-122.344252,31,34726.0,34726.0,1,13.656598058648845,1.7833912195575383
23530,Residential,Low-Rise Multifamily,EAST,0,49106,Multifamily Housing,49106.0,39.0,73.7,0.0,0.06,47.61710552,-122.3108812,35,49106.0,49106.0,1,13.958117146147506,2.0844290831908747
23531,Residential,Low-Rise Multifamily,EAST,0,24754,Multifamily Housing,24754.0,70.0,83.9,0.0,0.07,47.61662416,-122.3237361,50,24754.0,24754.0,1,13.402083840185416,1.5282278570085572
23543,Residential,Low-Rise Multifamily,NORTH,0,30870,Multifamily Housing,32360.0,64.0,78.0,0.0,0.07,47.72046341,-122.3121609,13,30870.0,30870.0,1,13.597649280842562,1.724550719534605
23552,Residential,Mid-Rise Multifamily,DOWNTOWN,0,109284,Multifamily Housing,78669.0,100.0,69.0,0.0,0.04,47.60135868,-122.3272891,14,109284.0,109284.0,2,14.362349641756769,2.489064659936664
23554,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,28766,Multifamily Housing,28766.0,100.0,66.2,0.0,0.55,47.62736615,-122.3546491,16,28766.0,28766.0,1,13.575152178112521,2.8892600290434745
23557,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,24570,Multifamily Housing,24570.0,55.0,92.2,0.0,0.08,47.62738501,-122.3457624,34,24570.0,24570.0,2,13.489396687750281,1.6154199841116479
23558,Residential,Mid-Rise Multifamily,EAST,0,50749,Multifamily Housing,39432.0,66.0,94.2,0.0,0.11,47.61320146,-122.3164277,8,50749.0,50749.0,2,14.247694192592322,2.4874035299865875
23559,Residential,Mid-Rise Multifamily,EAST,0,91520,Multifamily Housing,82368.0,35.0,116.0,0.0,0.13,47.61359549,-122.3164272,8,91520.0,91520.0,2,15.044606808887549,3.2748780149834857
23560,Residential,Low-Rise Multifamily,LAKE UNION,11128,51376,Multifamily Housing,53931.0,41.0,62.2,0.0,0.05,47.64786624,-122.323745,11,62504.0,62504.0,1,13.882323054159675,2.018895041811802
23561,Residential,Mid-Rise Multifamily,DOWNTOWN,0,39962,Multifamily Housing,39962.0,75.0,79.5,0.0,0.94,47.61488674,-122.345682,12,39962.0,39962.0,1,14.19175829886865,3.714547200862514
23567,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,22604,Multifamily Housing,22604.0,41.0,89.9,0.0,2.89,47.62594686,-122.3589548,68,22604.0,22604.0,1,14.192457528817867,4.195245147157833
23570,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,46296,Multifamily Housing,46296.0,48.0,74.6,0.0,2.58,47.62649207,-122.3589409,106,46296.0,46296.0,1,14.76483675990702,4.794467356518472
23571,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,4882,31400,Multifamily Housing,31400.0,94.0,69.6,0.0,0.68,47.62740853,-122.3583324,86,36282.0,36282.0,2,13.80063648536482,3.292126286607793
23574,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,10273,44547,Multifamily Housing,44547.0,19.0,127.1,0.0,0.59,47.62691537,-122.3588909,45,54820.0,54820.0,2,14.584295682531023,3.6778185067545115
23575,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,6720,37296,Multifamily Housing,37296.0,100.0,49.3,0.0,0.04,47.62747422,-122.3595904,55,44016.0,44016.0,2,13.280322225516965,1.4060969884160703
23576,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,2988,28564,Multifamily Housing,31552.0,86.0,69.7,0.0,2.21,47.62697217,-122.3602254,85,31552.0,31552.0,1,14.264547157260106,4.262820712194002
23577,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,29533,Multifamily Housing,29533.0,96.0,68.1,0.0,1.88,47.62653324,-122.3598572,90,29533.0,29533.0,1,14.096896601959235,4.03742141482248
23578,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,20688,Multifamily Housing,20688.0,28.0,100.3,0.0,3.35,47.62616308,-122.3596881,85,20688.0,20688.0,1,14.23501136978689,4.251775570170929
23579,Residential,Low-Rise Multifamily,DOWNTOWN,0,22972,Multifamily Housing,22972.0,46.0,86.1,0.0,2.79,47.62595062,-122.3596719,69,22972.0,22972.0,1,14.169840955601021,4.175617282350837
23589,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,3540,45494,Multifamily Housing,45494.0,57.0,94.1,0.0,0.07,47.62611765,-122.3614432,30,49034.0,49034.0,2,14.12597830400221,2.252343876557299
23590,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,6156,27008,Multifamily Housing,27008.0,93.0,68.4,0.0,0.05,47.62722469,-122.3636839,53,33164.0,33164.0,2,13.284317247285985,1.410986973710262
23593,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,38407,Multifamily Housing,38407.0,59.0,98.1,0.0,0.08,47.62781593,-122.3656557,108,38407.0,38407.0,1,13.99814956436577,2.124653884501384
23594,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,13336,75086,Multifamily Housing,75086.0,87.0,90.5,0.0,1.95,47.62764508,-122.3651587,60,88422.0,88422.0,1,15.270642545187842,5.175471536549191
23595,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,34498,Multifamily Housing,34498.0,100.0,40.0,0.0,1.18,47.62858016,-122.3681081,108,34498.0,34498.0,1,13.757725712662983,3.727378753264546
23605,Residential,Low-Rise Multifamily,NORTH,0,56074,Multifamily Housing,56074.0,72.0,87.0,0.0,0.07,47.73067959,-122.2955576,30,56074.0,56074.0,2,14.256562862916368,2.3832429960115
23609,Residential,Low-Rise Multifamily,NORTH,0,43132,Multifamily Housing,43132.0,61.0,81.6,0.0,0.07,47.73107616,-122.2948982,34,43132.0,43132.0,1,13.929015120661084,2.0554049638515948
23610,Residential,Mid-Rise Multifamily,NORTH,0,25671,Multifamily Housing,25671.0,93.0,81.5,0.0,0.07,47.73072145,-122.2947625,47,25671.0,25671.0,1,13.409622860577837,1.536867219599265
23611,Residential,Low-Rise Multifamily,NORTH,5829,25550,Multifamily Housing,31379.0,73.0,84.4,0.0,0.07,47.73082352,-122.29418945,22,31379.0,31379.0,2,13.644814759394054,1.7715567619105355
23612,Residential,Low-Rise Multifamily,NORTH,0,24052,Not available,0.0,100.0,30.4,0.0,0.03,47.73040373,-122.2948837,46,24052.0,24052.0,1,12.358656384060172,0.4824261492442928
23615,Residential,Mid-Rise Multifamily,NORTH,46370,72985,Multifamily Housing,72985.0,73.0,87.0,0.0,0.05,47.73173261,-122.2934809,12,119355.0,119355.0,1,14.520219641384482,2.6461747973841225
23618,NonResidential,Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,0,38255,Non-Refrigerated Warehouse,38255.0,13.0,48.1,0.0,0.74,47.65676796,-122.3704009,58,38255.0,38255.0,1,13.737653875861492,3.3985271531062766
23632,Residential,Low-Rise Multifamily,NORTHEAST,0,144779,Multifamily Housing,144779.0,65.0,83.5,0.0,0.07,47.67983323,-122.2639904,45,144779.0,144779.0,1,15.163833804856836,3.2902658209548736
23633,Residential,Low-Rise Multifamily,NORTHWEST,0,20210,Multifamily Housing,20000.0,88.0,67.9,0.0,0.43,47.68150638,-122.3250814,48,20210.0,20210.0,2,13.180268068265853,2.344686269012681
23637,Residential,Low-Rise Multifamily,SOUTHEAST,0,21708,Multifamily Housing,21708.0,59.0,102.2,0.0,2.29,47.53115578,-122.2695897,59,21708.0,21708.0,1,14.089573813890064,3.9394436010041383
23639,Residential,Low-Rise Multifamily,SOUTHEAST,0,55842,Multifamily Housing,42762.0,36.0,97.7,0.0,0.06,47.53661289,-122.268902,9,55842.0,55842.0,2,14.101464387864851,2.2278615467981093
23641,Residential,High-Rise Multifamily,EAST,15303,81857,Multifamily Housing,108000.0,29.0,113.7,0.0,0.11,47.62473555,-122.3244527,45,97160.0,97160.0,2,15.178963017870515,3.3054204262683866
23643,Residential,Low-Rise Multifamily,CENTRAL,0,23875,Multifamily Housing,23875.0,51.0,82.5,0.0,1.9,47.61986338,-122.3096735,86,23875.0,23875.0,1,13.985649034841607,3.8486571298063263
23653,NonResidential,Small- and Mid-Sized Office,LAKE UNION,0,48924,Office,31325.0,77.0,151.4,0.0,0.9,47.65101371,-122.3553519,26,48924.0,48924.0,2,14.520189491537268,3.9045954895993495
23660,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,4304,22660,Multifamily Housing,22664.0,90.0,68.8,0.0,0.38,47.62661291,-122.3531782,21,26964.0,26964.0,1,13.319995460957763,2.489064659936664
23671,NonResidential,Small- and Mid-Sized Office,LAKE UNION,18036,32297,Office,50333.0,91.0,92.2,0.0,0.08,47.64160748,-122.3255231,56,50333.0,50333.0,1,14.205740870330848,2.33214389523559
23674,NonResidential,Small- and Mid-Sized Office,LAKE UNION,21908,35224,Office,33705.0,61.0,213.0,0.0,0.11,47.64108252,-122.3262268,15,57132.0,57132.0,2,14.64258617731548,2.768831673362069
23677,Residential,Mid-Rise Multifamily,DELRIDGE,0,49510,Multifamily Housing,49510.0,3.0,148.6,0.0,0.68,47.54496384,-122.37545013,47,49510.0,49510.0,1,14.806854215383032,3.764682417529437
23679,Residential,Low-Rise Multifamily,DELRIDGE,0,23664,Multifamily Housing,23664.0,10.0,130.6,0.0,0.11,47.54369962,-122.3760533,38,23664.0,23664.0,1,13.80000902767478,1.925707441737794
23680,Residential,Low-Rise Multifamily,DELRIDGE,800,41369,Multifamily Housing,36628.0,49.0,96.1,0.0,0.07,47.54733949,-122.3737588,9,42169.0,42169.0,1,13.929962719078782,2.05668455455722
23681,Residential,Low-Rise Multifamily,DELRIDGE,0,56334,Multifamily Housing,56934.0,80.0,79.0,0.0,0.68,47.54637281,-122.3737048,9,56334.0,56334.0,1,14.441485886545761,3.769306703226551
23682,Residential,Senior Care Community,DELRIDGE,0,144682,Senior Care Community,120513.0,95.0,89.7,0.0,0.67,47.54589146,-122.3742703,7,144682.0,144682.0,2,15.47018432548831,4.723130983621656
23689,NonResidential,Worship Facility,DELRIDGE,0,24224,Worship Facility,24224.0,41.0,100.0,0.0,1.04,47.52126544,-122.3546951,58,24224.0,24224.0,2,13.87824589183642,3.3235961356386037
23691,NonResidential,Worship Facility,DELRIDGE,0,23706,Worship Facility,23706.0,77.0,34.2,0.0,0.49,47.51981437,-122.3547556,52,23706.0,23706.0,1,12.895103867140625,2.5257286443082556
23695,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,27288,Multifamily Housing,27288.0,80.0,71.7,0.0,1.71,47.62742319,-122.3536927,52,27288.0,27288.0,1,13.996498726190671,3.875566468417531
23708,Residential,Low-Rise Multifamily,SOUTHWEST,0,20184,Multifamily Housing,20184.0,100.0,23.6,0.0,0.02,47.58231763,-122.4014285,58,20184.0,20184.0,1,11.930305968626305,0.058268908123975824
23713,Residential,Low-Rise Multifamily,SOUTHEAST,0,21540,Multifamily Housing,21540.0,74.0,112.2,0.0,0.1,47.52474088,-122.2694695,53,21540.0,21540.0,1,13.55372492605667,1.6808279085207734
23714,Residential,Low-Rise Multifamily,SOUTHEAST,0,332900,Not available,0.0,55.0,103.6,0.0,0.09,47.52280018,-122.2668084,68,332900.0,332900.0,1,16.21206538731506,4.338335946049148
23716,NonResidential,Supermarket/Grocery Store,SOUTHEAST,0,67450,Supermarket/Grocery Store,42760.0,1.0,604.9,0.0,3.37,47.52263582,-122.268551,56,67450.0,67450.0,1,16.199808624499344,5.548453322925847
23723,Residential,Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,11761,56035,Multifamily Housing,39469.0,82.0,143.4,0.0,0.64,47.64203154,-122.34651268,9,67796.0,67796.0,2,14.64500908882799,3.910622024512518
23725,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,8543,112150,Not available,0.0,94.0,63.2,0.0,0.62,47.64104323,-122.3456346,28,120693.0,120693.0,1,14.960138053054362,4.420886705880596
23742,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,5400,37616,Office,43016.0,100.0,33.3,0.0,1.27,47.63069544,-122.374333,36,43016.0,43016.0,1,13.944361012070257,4.0100567456995115
23744,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0,20671,Office,20671.0,99.0,51.2,0.0,1.15,47.6313675,-122.3738745,75,20671.0,20671.0,1,13.350332068983507,3.199896858270398
23752,Residential,Low-Rise Multifamily,CENTRAL,0,24150,Multifamily Housing,20125.0,28.0,108.7,0.0,0.08,47.60185139,-122.3110528,30,24150.0,24150.0,1,13.454220695938913,1.5810384379124025
23757,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,21600,Non-Refrigerated Warehouse,21600.0,55.0,50.7,0.0,0.68,47.580646,-122.333694,88,21600.0,21600.0,1,13.167591012821012,2.756205242989257
23761,Residential,Low-Rise Multifamily,BALLARD,0,29378,Multifamily Housing,24589.0,27.0,96.1,0.0,0.55,47.67464591,-122.3979811,18,29378.0,29378.0,1,13.745639443792234,2.9439125248241944
23762,NonResidential,Worship Facility,SOUTHWEST,0,35844,Worship Facility,35844.0,4.0,101.8,0.0,0.09,47.50943452,-122.3740225,38,35844.0,35844.0,1,13.966099760396107,2.0918640616783932
23768,NonResidential,Small- and Mid-Sized Office,LAKE UNION,0,31774,Office,19896.0,83.0,146.2,0.0,0.45,47.66114819,-122.34176,99,31774.0,31774.0,3,14.347937190967825,3.0325462466767075
23769,Residential,Low-Rise Multifamily,LAKE UNION,26854,79364,Multifamily Housing,67842.0,83.0,91.4,0.0,0.63,47.66115952,-122.34257507,9,106218.0,106218.0,1,14.830541580081919,4.299324142908639
23774,Residential,Mid-Rise Multifamily,LAKE UNION,57639,159507,Multifamily Housing,154063.0,35.0,118.2,0.0,0.59,47.6603271,-122.3414352,18,217146.0,217146.0,3,15.82127703377294,5.016020766372594
23782,Residential,Low-Rise Multifamily,NORTH,0,33852,Multifamily Housing,33852.0,85.0,78.5,0.0,0.07,47.69236534,-122.3065515,36,33852.0,33852.0,2,13.648598463220063,1.7749523509116738
23789,Residential,High-Rise Multifamily,EAST,11290,54860,Multifamily Housing,66150.0,25.0,115.0,0.0,0.1,47.62397771,-122.3243959,50,66150.0,66150.0,1,14.700420833391908,2.826721730819709
23791,Residential,Low-Rise Multifamily,EAST,4389,25507,Multifamily Housing,25507.0,26.0,99.0,0.0,0.07,47.62333024,-122.3133134,89,29896.0,29896.0,1,13.597120689972638,1.7227665977411035
23805,Residential,Low-Rise Multifamily,EAST,0,20022,Multifamily Housing,20022.0,100.0,33.6,0.0,0.95,47.62410654,-122.3143195,105,20022.0,20022.0,1,13.012430200827275,2.9621754900251482
23807,Residential,Low-Rise Multifamily,NORTH,0,49291,Multifamily Housing,49291.0,85.0,69.1,0.0,0.06,47.69810963,-122.3261821,31,49291.0,49291.0,1,13.896212740444183,2.0228711901914416
23814,Residential,High-Rise Multifamily,CENTRAL,0,97978,Multifamily Housing,97978.0,72.0,95.6,0.0,0.08,47.60040828,-122.3093133,43,97978.0,97978.0,1,14.908255668354338,3.0344721018699214
23815,Residential,Mid-Rise Multifamily,CENTRAL,18582,68459,Multifamily Housing,60000.0,76.0,88.7,0.0,0.06,47.59944455,-122.3096181,7,87041.0,87041.0,4,14.491061834621995,2.617395832834079
23816,Residential,Mid-Rise Multifamily,CENTRAL,149446,221996,Multifamily Housing,235146.0,100.0,47.9,0.0,0.67,47.59965844,-122.3083072,7,371442.0,371442.0,3,15.719198923728188,5.547245616835974
23826,Residential,Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,0,21608,Multifamily Housing,21608.0,89.0,69.6,0.0,0.06,47.64066801,-122.3428869,51,21608.0,21608.0,1,13.07941829739887,1.205970806988609
23828,Residential,Low-Rise Multifamily,BALLARD,9298,24435,Multifamily Housing,24435.0,90.0,82.4,0.0,0.61,47.69078287,-122.3925758,24,33733.0,33733.0,2,13.688347416345604,3.12412548832239
23834,NonResidential,Non-Refrigerated Warehouse,GREATER DUWAMISH,0,26094,Not available,0.0,7.0,81.7,0.0,0.07,47.5616226,-122.3386303,62,26094.0,26094.0,1,13.427953636773916,1.5539252025038417
23835,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,23687,Not available,0.0,86.0,75.7,0.0,0.06,47.5616226,-122.3386303,32,23687.0,23687.0,1,13.255748509333277,1.3812818192963463
23836,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,24221,Not available,0.0,11.0,202.8,0.0,0.17,47.5616226,-122.3386303,32,24221.0,24221.0,1,14.26287228297917,2.388762789235098
23846,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0,34030,Office,34030.0,49.0,150.6,0.0,0.42,47.61843872,-122.35874939,36,34030.0,34030.0,1,14.379228776554827,3.0421386463681466
23857,NonResidential,Mixed Use Property,DOWNTOWN,0,34455,Office,34550.0,48.0,256.1,0.0,0.36,47.60455844,-122.339397,115,34455.0,34455.0,3,15.363157318450156,3.489513462710723
23858,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0,32027,Office,17526.0,73.0,194.5,0.0,3.04,47.60455844,-122.339397,115,32027.0,32027.0,2,14.965497287727452,4.638604962074329
23867,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0,34425,Office,34425.0,86.0,90.5,0.0,1.29,47.5875381,-122.3210393,101,34425.0,34425.0,2,14.487809414677928,3.9041924263129575
23874,Residential,Mid-Rise Multifamily,CENTRAL,32108,110478,Multifamily Housing,94700.0,100.0,66.0,0.0,1.19,47.61312103,-122.31383514,6,142586.0,142586.0,8,15.262908249830605,5.160605820672551
